Credit Memo Number,Line Number,Reason Code,Product ID,Quantity,U/M,Unit Price,Amount
1332021,4,701010,190104,8,3PACK,14.73,117.84
1332021,4,701010,200104,7,EACH,13.19,92.33
1332021,5,701010,190105,8,3PACK,14.79,118.32
1332021,5,701010,200105,8,EACH,13.47,107.76
1332021,6,701010,190106,7,3PACK,15.88,111.16
1332021,6,701010,200106,7,EACH,13.91,97.37
1332021,7,701010,190107,8,3PACK,17.27,138.16
1332021,7,701010,200107,8,EACH,14.19,113.52
1332021,8,701010,190201,8,3PACK,12.86,102.88
1332021,8,701010,200201,7,EACH,11.59,81.13
1332021,9,701010,190202,7,3PACK,13.27,92.89
1332021,9,701010,200202,8,EACH,12.22,97.76
1332021,10,701010,190203,7,3PACK,14.36,100.52
1332021,10,701010,200203,7,EACH,12.37,86.59
1332021,11,701010,190204,8,3PACK,14.58,116.64
1332021,11,701010,200204,7,EACH,12.97,90.79
1332021,12,701010,190205,8,3PACK,15.15,121.2
1332021,12,701010,200205,7,EACH,13.54,94.78
1332021,13,701010,190206,9,3PACK,16.52,148.68
1332021,13,701010,200206,7,EACH,13.84,96.88
1332021,14,701010,190207,9,3PACK,17.18,154.62
1332021,14,701010,200207,7,EACH,15.28,106.96
1332021,15,701010,190301,9,3PACK,12.84,115.56
1332021,15,701010,200301,7,EACH,11.64,81.48
1332021,16,701010,190302,8,3PACK,13.26,106.08
1332021,16,701010,200302,7,EACH,12.27,85.89
1332021,17,701010,190303,8,3PACK,14.18,113.44
1332021,17,701010,200303,7,EACH,12.47,87.29
1332021,18,701010,190304,8,3PACK,14.83,118.64
1332021,18,701010,200304,7,EACH,13.25,92.75
1332021,19,701010,190305,7,3PACK,14.73,103.11
1332021,19,701010,200305,7,EACH,14.24,99.68
1332021,20,701010,190306,9,3PACK,15.63,140.67
1332021,20,701010,200306,6,EACH,13.80,82.8
1332021,21,701010,190307,8,3PACK,17.08,136.64
1332021,21,701010,200307,7,EACH,14.10,98.7
1332021,22,701010,190401,7,3PACK,12.89,90.23
1332021,22,701010,200401,7,EACH,11.54,80.78
1332021,23,701010,190402,8,3PACK,13.58,108.64
1332021,23,701010,200402,7,EACH,12.22,85.54
1332021,24,701010,190403,8,3PACK,14.35,114.8
1332021,24,701010,200403,7,EACH,12.46,87.22
1332021,25,701010,190404,8,3PACK,14.53,116.24
1332021,25,701010,200404,8,EACH,12.84,102.72
1332021,26,701010,190405,7,3PACK,15.31,107.17
1332021,26,701010,200405,7,EACH,13.23,92.61
1332021,27,701010,190406,8,3PACK,15.41,123.28
1332021,27,701010,200406,7,EACH,14.43,101.01
1332021,28,701010,190407,8,3PACK,16.46,131.68
1332021,28,701010,200407,6,EACH,15.26,91.56
1332021,29,701010,190501,7,3PACK,12.86,90.02
1332021,29,701010,200501,7,EACH,11.61,81.27
1332021,30,701010,190502,8,3PACK,13.57,108.56
1332021,30,701010,200502,7,EACH,12.04,84.28
1332021,31,701010,190503,8,3PACK,13.82,110.56
1332021,31,701010,200503,6,EACH,12.85,77.1
1332021,32,701010,190504,8,3PACK,14.24,113.92
1332021,32,701010,200504,7,EACH,13.03,91.21
1332021,33,701010,190505,8,3PACK,15.23,121.84
1332021,33,701010,200505,6,EACH,13.56,81.36
1332021,34,701010,190506,8,3PACK,15.74,125.92
1332021,34,701010,200506,7,EACH,13.70,95.9
1332021,35,701010,190507,8,3PACK,16.56,132.48
1332021,35,701010,200507,7,EACH,14.30,100.1
1170001,1,701010,140101,16,EACH,6.72,107.52
1170001,1,701010,180101,14,EACH,7.79,109.06
1170001,2,701010,140102,16,EACH,6.96,111.36
1170001,2,701010,180102,14,EACH,8.42,117.88
1170001,3,701010,140103,14,EACH,7.32,102.48
1170001,3,701010,180103,14,EACH,8.33,116.62
1170001,4,701010,140104,16,EACH,7.54,120.64
1170001,4,701010,180104,15,EACH,8.59,128.85
1170001,5,701010,140105,16,EACH,7.63,122.08
1170001,5,701010,180105,14,EACH,9.54,133.56
1170001,6,701010,140106,14,EACH,7.99,111.86
1170001,6,701010,180106,14,EACH,9.58,134.12
1170001,7,701010,140107,16,EACH,8.57,137.12
1170001,7,701010,180107,15,EACH,10.22,153.3
1170001,8,701010,140201,14,EACH,6.58,92.12
1170001,8,701010,180201,14,EACH,7.98,111.72
1170001,9,701010,140202,15,EACH,6.71,100.65
1170001,9,701010,180202,16,EACH,8.27,132.32
1170001,10,701010,140203,14,EACH,7.06,98.84
1170001,10,701010,180203,15,EACH,8.57,128.55
1170001,11,701010,140204,16,EACH,7.10,113.6
1170001,11,701010,180204,15,EACH,9.08,136.2
1170001,12,701010,140205,14,EACH,7.88,110.32
1170001,12,701010,180205,15,EACH,9.22,138.3
1170001,13,701010,140206,16,EACH,7.86,125.76
1170001,13,701010,180206,14,EACH,10.21,142.94
1170001,14,701010,140207,15,EACH,8.14,122.1
1170001,14,701010,180207,15,EACH,10.70,160.5
1170001,15,701010,140301,15,EACH,6.57,98.55
1170001,15,701010,180301,15,EACH,7.94,119.1
1170001,16,701010,140302,16,EACH,7.05,112.8
1170001,16,701010,180302,15,EACH,8.24,123.6
1170001,17,701010,140303,17,EACH,7.22,122.74
1170001,17,701010,180303,14,EACH,8.58,120.12
1170001,18,701010,140304,16,EACH,7.68,122.88
1170001,18,701010,180304,16,EACH,8.74,139.84
1170001,19,701010,140305,16,EACH,7.81,124.96
1170001,19,701010,180305,14,EACH,9.18,128.52
1170001,20,701010,140306,15,EACH,8.24,123.6
1170001,20,701010,180306,14,EACH,9.87,138.18
1170001,21,701010,140307,14,EACH,8.86,124.04
1170001,21,701010,180307,14,EACH,9.33,130.62
1170001,22,701010,140401,16,EACH,6.38,102.08
1170001,22,701010,180401,17,EACH,7.82,132.94
1170001,23,701010,140402,16,EACH,6.98,111.68
1170001,23,701010,180402,17,EACH,8.21,139.57
1170001,24,701010,140403,16,EACH,7.23,115.68
1170001,24,701010,180403,15,EACH,8.51,127.65
1170001,25,701010,140404,14,EACH,7.57,105.98
1170001,25,701010,180404,15,EACH,9.01,135.15
1170001,26,701010,140405,16,EACH,7.34,117.44
1170001,26,701010,180405,15,EACH,8.96,134.4
1170001,27,701010,140406,15,EACH,8.34,125.1
1170001,27,701010,180406,16,EACH,9.31,148.96
1170001,28,701010,140407,15,EACH,8.49,127.35
1170001,28,701010,180407,16,EACH,10.01,160.16
1170001,29,701010,140501,16,EACH,6.43,102.88
1170001,29,701010,180501,14,EACH,7.65,107.1
1170001,30,701010,140502,15,EACH,6.88,103.2
1170001,30,701010,180502,16,EACH,8.40,134.4
1170001,31,701010,140503,14,EACH,7.04,98.56
1170001,31,701010,180503,14,EACH,8.72,122.08
1170001,32,701010,140504,14,EACH,7.09,99.26
1170001,32,701010,180504,16,EACH,8.74,139.84
1170001,33,701010,140505,16,EACH,8.12,129.92
1170001,33,701010,180505,16,EACH,9.74,155.84
1170001,34,701010,140506,15,EACH,8.19,122.85
1170001,34,701010,180506,15,EACH,9.54,143.1
1170001,35,701010,140507,16,EACH,8.32,133.12
1170001,35,701010,180507,16,EACH,10.14,162.24
786007,1,701010,240101,11,EACH,9.80,107.8
786007,2,701010,240102,10,EACH,10.36,103.6
786007,3,701010,240103,11,EACH,10.57,116.27
786007,4,701010,240104,12,EACH,11.57,138.84
786007,5,701010,240105,12,EACH,11.74,140.88
786007,6,701010,240106,11,EACH,12.45,136.95
786007,7,701010,240107,11,EACH,12.77,140.47
786007,8,701010,240201,11,EACH,9.78,107.58
786007,9,701010,240202,10,EACH,9.89,98.9
786007,10,701010,240203,11,EACH,10.47,115.17
786007,11,701010,240204,12,EACH,10.90,130.8
786007,12,701010,240205,12,EACH,11.42,137.04
786007,13,701010,240206,11,EACH,11.63,127.93
786007,14,701010,240207,11,EACH,12.88,141.68
786007,15,701010,240301,11,EACH,9.63,105.93
786007,16,701010,240302,11,EACH,10.31,113.41
786007,17,701010,240303,12,EACH,10.75,129
786007,18,701010,240304,12,EACH,10.99,131.88
786007,19,701010,240305,11,EACH,11.84,130.24
786007,20,701010,240306,12,EACH,12.10,145.2
786007,21,701010,240307,11,EACH,12.61,138.71
786007,22,701010,240401,12,EACH,9.55,114.6
786007,23,701010,240402,12,EACH,10.17,122.04
786007,24,701010,240403,11,EACH,10.58,116.38
786007,25,701010,240404,10,EACH,11.21,112.1
786007,26,701010,240405,11,EACH,11.66,128.26
786007,27,701010,240406,11,EACH,12.32,135.52
786007,28,701010,240407,11,EACH,12.50,137.5
786007,29,701010,240501,11,EACH,9.49,104.39
786007,30,701010,240502,12,EACH,10.29,123.48
786007,31,701010,240503,11,EACH,10.71,117.81
786007,32,701010,240504,11,EACH,11.04,121.44
786007,33,701010,240505,11,EACH,11.13,122.43
786007,34,701010,240506,11,EACH,12.35,135.85
786007,35,701010,240507,11,EACH,12.74,140.14
847534,1,701010,120101,14,EACH,10.81,151.34
847534,1,701010,200101,14,EACH,10.52,147.28
847534,2,701010,120102,15,EACH,11.32,169.8
847534,2,701010,200102,14,EACH,11.21,156.94
847534,3,701010,120103,13,EACH,11.71,152.23
847534,3,701010,200103,15,EACH,11.71,175.65
847534,4,701010,120104,15,EACH,12.15,182.25
847534,4,701010,200104,14,EACH,12.08,169.12
847534,5,701010,120105,14,EACH,12.76,178.64
847534,5,701010,200105,14,EACH,12.37,173.18
847534,6,701010,120106,16,EACH,13.21,211.36
847534,6,701010,200106,13,EACH,12.87,167.31
847534,7,701010,120107,14,EACH,14.34,200.76
847534,7,701010,200107,14,EACH,13.05,182.7
847534,8,701010,120201,13,EACH,10.80,140.4
847534,8,701010,200201,14,EACH,10.67,149.38
847534,9,701010,120202,14,EACH,11.50,161
847534,9,701010,200202,15,EACH,11.21,168.15
847534,10,701010,120203,15,EACH,11.79,176.85
847534,10,701010,200203,14,EACH,11.42,159.88
847534,11,701010,120204,13,EACH,12.69,164.97
847534,11,701010,200204,15,EACH,11.89,178.35
847534,12,701010,120205,15,EACH,12.89,193.35
847534,12,701010,200205,14,EACH,12.43,174.02
847534,13,701010,120206,16,EACH,12.84,205.44
847534,13,701010,200206,14,EACH,12.77,178.78
847534,14,701010,120207,15,EACH,13.83,207.45
847534,14,701010,200207,14,EACH,14.00,196
847534,15,701010,120301,13,EACH,10.96,142.48
847534,15,701010,200301,15,EACH,10.70,160.5
847534,16,701010,120302,15,EACH,11.29,169.35
847534,16,701010,200302,14,EACH,11.30,158.2
847534,17,701010,120303,15,EACH,11.84,177.6
847534,17,701010,200303,15,EACH,11.45,171.75
847534,18,701010,120304,15,EACH,12.27,184.05
847534,18,701010,200304,14,EACH,12.22,171.08
847534,19,701010,120305,14,EACH,12.74,178.36
847534,19,701010,200305,15,EACH,13.03,195.45
847534,20,701010,120306,15,EACH,13.79,206.85
847534,20,701010,200306,13,EACH,12.64,164.32
847534,21,701010,120307,15,EACH,13.66,204.9
847534,21,701010,200307,14,EACH,13.04,182.56
847534,22,701010,120401,14,EACH,10.94,153.16
847534,22,701010,200401,15,EACH,10.65,159.75
847534,23,701010,120402,14,EACH,11.42,159.88
847534,23,701010,200402,15,EACH,11.22,168.3
847534,24,701010,120403,14,EACH,11.78,164.92
847534,24,701010,200403,15,EACH,11.46,171.9
847534,25,701010,120404,16,EACH,12.38,198.08
847534,25,701010,200404,15,EACH,11.84,177.6
847534,26,701010,120405,14,EACH,12.38,173.32
847534,26,701010,200405,13,EACH,12.16,158.08
847534,27,701010,120406,15,EACH,13.87,208.05
847534,27,701010,200406,13,EACH,13.25,172.25
847534,28,701010,120407,14,EACH,13.89,194.46
847534,28,701010,200407,14,EACH,14.02,196.28
847534,29,701010,120501,16,EACH,10.83,173.28
847534,29,701010,200501,14,EACH,10.67,149.38
847534,30,701010,120502,15,EACH,11.47,172.05
847534,30,701010,200502,13,EACH,11.06,143.78
847534,31,701010,120503,15,EACH,11.96,179.4
847534,31,701010,200503,13,EACH,11.85,154.05
847534,32,701010,120504,14,EACH,12.23,171.22
847534,32,701010,200504,15,EACH,11.94,179.1
847534,33,701010,120505,14,EACH,13.25,185.5
847534,33,701010,200505,14,EACH,12.50,175
847534,34,701010,120506,13,EACH,12.87,167.31
847534,34,701010,200506,14,EACH,12.59,176.26
847534,35,701010,120507,15,EACH,14.36,215.4
847534,35,701010,200507,13,EACH,13.18,171.34
1039518,1,701010,130101,11,3PACK,10.47,115.17
1039518,1,701010,190101,9,3PACK,12.83,115.47
1039518,2,701010,130102,11,3PACK,10.90,119.9
1039518,2,701010,190102,9,3PACK,13.58,122.22
1039518,3,701010,130103,12,3PACK,11.23,134.76
1039518,3,701010,190103,9,3PACK,13.77,123.93
1039518,4,701010,130104,13,3PACK,12.04,156.52
1039518,4,701010,190104,10,3PACK,14.73,147.3
1039518,5,701010,130105,13,3PACK,12.19,158.47
1039518,5,701010,190105,10,3PACK,14.79,147.9
1039518,6,701010,130106,12,3PACK,13.50,162
1039518,6,701010,190106,9,3PACK,15.88,142.92
1039518,7,701010,130107,12,3PACK,13.64,163.68
1039518,7,701010,190107,10,3PACK,17.27,172.7
1039518,8,701010,130201,12,3PACK,10.44,125.28
1039518,8,701010,190201,10,3PACK,12.86,128.6
1039518,9,701010,130202,13,3PACK,10.83,140.79
1039518,9,701010,190202,10,3PACK,13.27,132.7
1039518,10,701010,130203,11,3PACK,11.76,129.36
1039518,10,701010,190203,10,3PACK,14.36,143.6
1039518,11,701010,130204,13,3PACK,11.69,151.97
1039518,11,701010,190204,9,3PACK,14.58,131.22
1039518,12,701010,130205,11,3PACK,12.46,137.06
1039518,12,701010,190205,10,3PACK,15.15,151.5
1039518,13,701010,130206,12,3PACK,12.57,150.84
1039518,13,701010,190206,10,3PACK,16.52,165.2
1039518,14,701010,130207,11,3PACK,14.10,155.1
1039518,14,701010,190207,9,3PACK,17.18,154.62
1039518,15,701010,130301,11,3PACK,10.50,115.5
1039518,15,701010,190301,9,3PACK,12.84,115.56
1039518,16,701010,130302,11,3PACK,10.94,120.34
1039518,16,701010,190302,9,3PACK,13.26,119.34
1039518,17,701010,130303,13,3PACK,11.36,147.68
1039518,17,701010,190303,9,3PACK,14.18,127.62
1039518,18,701010,130304,11,3PACK,11.82,130.02
1039518,18,701010,190304,9,3PACK,14.83,133.47
1039518,19,701010,130305,11,3PACK,12.69,139.59
1039518,19,701010,190305,10,3PACK,14.73,147.3
1039518,20,701010,130306,12,3PACK,13.59,163.08
1039518,20,701010,190306,9,3PACK,15.63,140.67
1039518,21,701010,130307,12,3PACK,14.08,168.96
1039518,21,701010,190307,10,3PACK,17.08,170.8
1039518,22,701010,130401,12,3PACK,10.49,125.88
1039518,22,701010,190401,9,3PACK,12.89,116.01
1039518,23,701010,130402,12,3PACK,10.87,130.44
1039518,23,701010,190402,10,3PACK,13.58,135.8
1039518,24,701010,130403,11,3PACK,11.77,129.47
1039518,24,701010,190403,10,3PACK,14.35,143.5
1039518,25,701010,130404,13,3PACK,12.16,158.08
1039518,25,701010,190404,10,3PACK,14.53,145.3
1039518,26,701010,130405,13,3PACK,12.00,156
1039518,26,701010,190405,9,3PACK,15.31,137.79
1039518,27,701010,130406,11,3PACK,13.53,148.83
1039518,27,701010,190406,9,3PACK,15.41,138.69
1039518,28,701010,130407,11,3PACK,13.31,146.41
1039518,28,701010,190407,9,3PACK,16.46,148.14
1039518,29,701010,130501,12,3PACK,10.44,125.28
1039518,29,701010,190501,9,3PACK,12.86,115.74
1039518,30,701010,130502,11,3PACK,11.13,122.43
1039518,30,701010,190502,10,3PACK,13.57,135.7
1039518,31,701010,130503,12,3PACK,11.51,138.12
1039518,31,701010,190503,10,3PACK,13.82,138.2
1039518,32,701010,130504,12,3PACK,11.78,141.36
1039518,32,701010,190504,10,3PACK,14.24,142.4
1039518,33,701010,130505,12,3PACK,12.87,154.44
1039518,33,701010,190505,9,3PACK,15.23,137.07
1039518,34,701010,130506,12,3PACK,13.24,158.88
1039518,34,701010,190506,9,3PACK,15.74,141.66
1039518,35,701010,130507,12,3PACK,13.08,156.96
1039518,35,701010,190507,10,3PACK,16.56,165.6
1482014,1,701010,140101,10,EACH,7.47,74.7
1482014,2,701010,140102,9,EACH,7.96,71.64
1482014,3,701010,140103,10,EACH,8.48,84.8
1482014,4,701010,140104,10,EACH,8.92,89.2
1482014,5,701010,140105,10,EACH,8.98,89.8
1482014,6,701010,140106,9,EACH,9.31,83.79
1482014,7,701010,140107,10,EACH,9.70,97
1482014,8,701010,140201,10,EACH,7.42,74.2
1482014,9,701010,140202,9,EACH,7.93,71.37
1482014,10,701010,140203,10,EACH,8.11,81.1
1482014,11,701010,140204,9,EACH,8.32,74.88
1482014,12,701010,140205,9,EACH,9.19,82.71
1482014,13,701010,140206,10,EACH,9.16,91.6
1482014,14,701010,140207,10,EACH,9.61,96.1
1482014,15,701010,140301,9,EACH,7.41,66.69
1482014,16,701010,140302,10,EACH,8.08,80.8
1482014,17,701010,140303,10,EACH,8.41,84.1
1482014,18,701010,140304,10,EACH,8.99,89.9
1482014,19,701010,140305,9,EACH,9.10,81.9
1482014,20,701010,140306,10,EACH,9.54,95.4
1482014,21,701010,140307,10,EACH,10.16,101.6
1482014,22,701010,140401,10,EACH,7.57,75.7
1482014,23,701010,140402,10,EACH,8.03,80.3
1482014,24,701010,140403,10,EACH,8.28,82.8
1482014,25,701010,140404,9,EACH,8.76,78.84
1482014,26,701010,140405,10,EACH,8.83,88.3
1482014,27,701010,140406,10,EACH,9.77,97.7
1482014,28,701010,140407,9,EACH,9.97,89.73
1482014,29,701010,140501,9,EACH,7.53,67.77
1482014,30,701010,140502,10,EACH,8.09,80.9
1482014,31,701010,140503,9,EACH,8.56,77.04
1482014,32,701010,140504,9,EACH,8.31,74.79
1482014,33,701010,140505,9,EACH,9.20,82.8
1482014,34,701010,140506,10,EACH,9.28,92.8
1482014,35,701010,140507,10,EACH,9.48,94.8
1243501,1,701010,180101,17,EACH,7.89,134.13
1243501,2,701010,180102,15,EACH,8.11,121.65
1243501,3,701010,180103,17,EACH,8.48,144.16
1243501,4,701010,180104,16,EACH,8.56,136.96
1243501,5,701010,180105,17,EACH,9.49,161.33
1243501,6,701010,180106,14,EACH,9.51,133.14
1243501,7,701010,180107,16,EACH,10.29,164.64
1243501,8,701010,180201,16,EACH,7.64,122.24
1243501,9,701010,180202,16,EACH,7.92,126.72
1243501,10,701010,180203,17,EACH,8.24,140.08
1243501,11,701010,180204,15,EACH,8.87,133.05
1243501,12,701010,180205,15,EACH,9.23,138.45
1243501,13,701010,180206,14,EACH,10.12,141.68
1243501,14,701010,180207,16,EACH,10.22,163.52
1243501,15,701010,180301,17,EACH,7.80,132.6
1243501,16,701010,180302,15,EACH,8.14,122.1
1243501,17,701010,180303,16,EACH,8.79,140.64
1243501,18,701010,180304,16,EACH,8.94,143.04
1243501,19,701010,180305,15,EACH,9.12,136.8
1243501,20,701010,180306,17,EACH,9.76,165.92
1243501,21,701010,180307,16,EACH,9.54,152.64
1243501,22,701010,180401,14,EACH,7.75,108.5
1243501,23,701010,180402,16,EACH,8.25,132
1243501,24,701010,180403,14,EACH,8.55,119.7
1243501,25,701010,180404,15,EACH,9.19,137.85
1243501,26,701010,180405,15,EACH,8.89,133.35
1243501,27,701010,180406,16,EACH,9.26,148.16
1243501,28,701010,180407,16,EACH,9.99,159.84
1243501,29,701010,180501,17,EACH,7.61,129.37
1243501,30,701010,180502,15,EACH,8.03,120.45
1243501,31,701010,180503,17,EACH,8.53,145.01
1243501,32,701010,180504,16,EACH,9.10,145.6
1243501,33,701010,180505,15,EACH,9.66,144.9
1243501,34,701010,180506,15,EACH,9.56,143.4
1243501,35,701010,180507,16,EACH,9.91,158.56
1384527,1,701010,170101,16,EACH,9.54,152.64
1384527,1,701010,210101,14,EACH,4.17,58.38
1384527,2,701010,170102,15,EACH,9.78,146.7
1384527,2,701010,210102,13,EACH,4.46,57.98
1384527,3,701010,170103,16,EACH,10.60,169.6
1384527,3,701010,210103,13,EACH,4.58,59.54
1384527,4,701010,170104,16,EACH,10.89,174.24
1384527,4,701010,210104,14,EACH,4.88,68.32
1384527,5,701010,170105,16,EACH,11.26,180.16
1384527,5,701010,210105,14,EACH,4.93,69.02
1384527,6,701010,170106,13,EACH,11.61,150.93
1384527,6,701010,210106,13,EACH,5.42,70.46
1384527,7,701010,170107,15,EACH,12.54,188.1
1384527,7,701010,210107,13,EACH,5.36,69.68
1384527,8,701010,170201,14,EACH,9.51,133.14
1384527,8,701010,210201,13,EACH,4.22,54.86
1384527,9,701010,170202,16,EACH,9.94,159.04
1384527,9,701010,210202,13,EACH,4.51,58.63
1384527,10,701010,170203,14,EACH,10.56,147.84
1384527,10,701010,210203,13,EACH,4.59,59.67
1384527,11,701010,170204,14,EACH,10.80,151.2
1384527,11,701010,210204,12,EACH,5.06,60.72
1384527,12,701010,170205,16,EACH,11.41,182.56
1384527,12,701010,210205,13,EACH,5.00,65
1384527,13,701010,170206,15,EACH,11.54,173.1
1384527,13,701010,210206,13,EACH,5.27,68.51
1384527,14,701010,170207,15,EACH,12.65,189.75
1384527,14,701010,210207,14,EACH,5.31,74.34
1384527,15,701010,170301,16,EACH,9.49,151.84
1384527,15,701010,210401,15,EACH,4.20,63
1384527,16,701010,170302,15,EACH,10.14,152.1
1384527,16,701010,210402,14,EACH,4.40,61.6
1384527,17,701010,170303,16,EACH,10.56,168.96
1384527,17,701010,210403,13,EACH,4.51,58.63
1384527,18,701010,170304,13,EACH,11.12,144.56
1384527,18,701010,210404,14,EACH,4.76,66.64
1384527,19,701010,170305,15,EACH,11.23,168.45
1384527,19,701010,210405,15,EACH,5.04,75.6
1384527,20,701010,170306,15,EACH,12.04,180.6
1384527,20,701010,210406,13,EACH,5.08,66.04
1384527,21,701010,170307,15,EACH,12.87,193.05
1384527,21,701010,210407,14,EACH,5.55,77.7
1384527,22,701010,170401,14,EACH,9.64,134.96
1384527,22,701010,210501,15,EACH,4.28,64.2
1384527,23,701010,170402,16,EACH,10.25,164
1384527,23,701010,210502,13,EACH,4.43,57.59
1384527,24,701010,170403,13,EACH,10.77,140.01
1384527,24,701010,210503,15,EACH,4.53,67.95
1384527,25,701010,170404,13,EACH,11.06,143.78
1384527,25,701010,210504,13,EACH,4.93,64.09
1384527,26,701010,170405,16,EACH,10.98,175.68
1384527,26,701010,210505,13,EACH,4.82,62.66
1384527,27,701010,170406,14,EACH,11.90,166.6
1384527,27,701010,210506,15,EACH,5.07,76.05
1384527,28,701010,170407,16,EACH,12.66,202.56
1384527,28,701010,210507,13,EACH,5.72,74.36
865529,1,701010,130101,7,3PACK,10.47,73.29
865529,2,701010,130102,7,3PACK,10.90,76.3
865529,3,701010,130103,6,3PACK,11.23,67.38
865529,4,701010,130104,7,3PACK,12.04,84.28
865529,5,701010,130105,7,3PACK,12.19,85.33
865529,6,701010,130106,7,3PACK,13.50,94.5
865529,7,701010,130107,7,3PACK,13.64,95.48
865529,8,701010,130201,7,3PACK,10.44,73.08
865529,9,701010,130202,7,3PACK,10.83,75.81
865529,10,701010,130203,7,3PACK,11.76,82.32
865529,11,701010,130204,7,3PACK,11.69,81.83
865529,12,701010,130205,7,3PACK,12.46,87.22
865529,13,701010,130206,7,3PACK,12.57,87.99
865529,14,701010,130207,7,3PACK,14.10,98.7
865529,15,701010,130301,8,3PACK,10.50,84
865529,16,701010,130302,8,3PACK,10.94,87.52
865529,17,701010,130303,7,3PACK,11.36,79.52
865529,18,701010,130304,7,3PACK,11.82,82.74
865529,19,701010,130305,7,3PACK,12.69,88.83
865529,20,701010,130306,7,3PACK,13.59,95.13
865529,21,701010,130307,7,3PACK,14.08,98.56
865529,22,701010,130401,7,3PACK,10.49,73.43
865529,23,701010,130402,7,3PACK,10.87,76.09
865529,24,701010,130403,8,3PACK,11.77,94.16
865529,25,701010,130404,7,3PACK,12.16,85.12
865529,26,701010,130405,8,3PACK,12.00,96
865529,27,701010,130406,7,3PACK,13.53,94.71
865529,28,701010,130407,7,3PACK,13.31,93.17
865529,29,701010,130501,7,3PACK,10.44,73.08
865529,30,701010,130502,7,3PACK,11.13,77.91
865529,31,701010,130503,7,3PACK,11.51,80.57
865529,32,701010,130504,7,3PACK,11.78,82.46
865529,33,701010,130505,7,3PACK,12.87,90.09
865529,34,701010,130506,7,3PACK,13.24,92.68
865529,35,701010,130507,7,3PACK,13.08,91.56
1143029,1,701010,220101,20,EACH,9.14,182.8
1143029,2,701010,220102,20,EACH,9.83,196.6
1143029,3,701010,220103,18,EACH,10.26,184.68
1143029,4,701010,220104,20,EACH,10.26,205.2
1143029,5,701010,220105,17,EACH,10.54,179.18
1143029,6,701010,220106,19,EACH,11.17,212.23
1143029,7,701010,220107,17,EACH,12.21,207.57
1143029,8,701010,220201,18,EACH,9.29,167.22
1143029,9,701010,220202,20,EACH,9.57,191.4
1143029,10,701010,220203,20,EACH,10.14,202.8
1143029,11,701010,220204,19,EACH,10.62,201.78
1143029,12,701010,220205,19,EACH,10.94,207.86
1143029,13,701010,220206,17,EACH,11.78,200.26
1143029,14,701010,220207,17,EACH,11.60,197.2
1143029,15,701010,220301,18,EACH,9.27,166.86
1143029,16,701010,220302,21,EACH,9.82,206.22
1143029,17,701010,220303,18,EACH,10.10,181.8
1143029,18,701010,220304,17,EACH,10.72,182.24
1143029,19,701010,220305,17,EACH,11.01,187.17
1143029,20,701010,220306,20,EACH,11.51,230.2
1143029,21,701010,220307,18,EACH,11.37,204.66
1143029,22,701010,220401,20,EACH,9.07,181.4
1143029,23,701010,220402,19,EACH,9.81,186.39
1143029,24,701010,220403,20,EACH,10.02,200.4
1143029,25,701010,220404,18,EACH,10.72,192.96
1143029,26,701010,220405,20,EACH,11.08,221.6
1143029,27,701010,220406,20,EACH,11.38,227.6
1143029,28,701010,220407,20,EACH,11.58,231.6
1143029,29,701010,220501,20,EACH,9.10,182
1143029,30,701010,220502,18,EACH,9.58,172.44
1143029,31,701010,220503,19,EACH,10.22,194.18
1143029,32,701010,220504,17,EACH,10.45,177.65
1143029,33,701010,220505,20,EACH,11.21,224.2
1143029,34,701010,220506,18,EACH,11.29,203.22
1143029,35,701010,220507,19,EACH,11.43,217.17
1095020,1,701010,160101,8,2PACK,17.64,141.12
1095020,1,701010,220101,8,EACH,9.93,79.44
1095020,1,701010,240101,8,EACH,9.80,78.4
1095020,2,701010,160102,8,2PACK,19.08,152.64
1095020,2,701010,220102,8,EACH,10.67,85.36
1095020,2,701010,240102,9,EACH,10.36,93.24
1095020,3,701010,160103,8,2PACK,19.75,158
1095020,3,701010,220103,8,EACH,11.19,89.52
1095020,3,701010,240103,8,EACH,10.57,84.56
1095020,4,701010,160104,7,2PACK,20.13,140.91
1095020,4,701010,220104,7,EACH,11.18,78.26
1095020,4,701010,240104,9,EACH,11.57,104.13
1095020,5,701010,160105,7,2PACK,21.52,150.64
1095020,5,701010,220105,8,EACH,11.51,92.08
1095020,5,701010,240105,8,EACH,11.74,93.92
1095020,6,701010,160106,8,2PACK,22.79,182.32
1095020,6,701010,220106,8,EACH,12.14,97.12
1095020,6,701010,240106,9,EACH,12.45,112.05
1095020,7,701010,160107,7,2PACK,21.60,151.2
1095020,7,701010,220107,8,EACH,13.32,106.56
1095020,7,701010,240107,8,EACH,12.77,102.16
1095020,8,701010,160201,7,2PACK,18.05,126.35
1095020,8,701010,220201,8,EACH,10.10,80.8
1095020,8,701010,240201,8,EACH,9.78,78.24
1095020,9,701010,160202,8,2PACK,17.86,142.88
1095020,9,701010,220202,7,EACH,10.36,72.52
1095020,9,701010,240202,8,EACH,9.89,79.12
1095020,10,701010,160203,8,2PACK,19.94,159.52
1095020,10,701010,220203,8,EACH,11.00,88
1095020,10,701010,240203,8,EACH,10.47,83.76
1095020,11,701010,160204,8,2PACK,20.47,163.76
1095020,11,701010,220204,8,EACH,11.58,92.64
