Transaction Date,Warehouse ID,Product ID,Transaction Quantity,Inventory U/M,Transaction Quantity STD UM
10/1/2013,301003,110501,500,EACH,500
9/1/2013,301003,110501,500,EACH,500
8/1/2013,301003,110501,500,EACH,500
7/1/2013,301003,110501,500,EACH,500
5/1/2013,301003,110501,1000,EACH,1000
4/1/2013,301003,110501,500,EACH,500
3/1/2013,301003,110501,500,EACH,500
2/1/2013,301003,110501,500,EACH,500
1/1/2013,301003,110501,500,EACH,500
10/1/2014,301004,110501,500,EACH,500
9/1/2014,301004,110501,500,EACH,500
8/1/2014,301004,110501,500,EACH,500
7/1/2014,301004,110501,500,EACH,500
5/1/2014,301004,110501,500,EACH,500
4/1/2014,301004,110501,1000,EACH,1000
3/1/2014,301004,110501,500,EACH,500
2/1/2014,301004,110501,500,EACH,500
1/1/2014,301004,110501,500,EACH,500
11/1/2013,301004,110501,500,EACH,500
10/1/2013,301004,110501,500,EACH,500
8/1/2013,301004,110501,500,EACH,500
7/1/2013,301004,110501,500,EACH,500
6/1/2013,301004,110501,500,EACH,500
5/1/2013,301004,110501,500,EACH,500
4/1/2013,301004,110501,500,EACH,500
3/1/2013,301004,110501,500,EACH,500
2/1/2013,301004,110501,500,EACH,500
1/1/2013,301004,110501,500,EACH,500
11/1/2014,301002,110502,500,EACH,500
9/1/2014,301002,110502,500,EACH,500
7/1/2014,301002,110502,500,EACH,500
5/1/2014,301002,110502,500,EACH,500
4/1/2014,301002,110502,500,EACH,500
2/1/2014,301002,110502,500,EACH,500
12/1/2013,301002,110502,500,EACH,500
10/1/2013,301002,110502,500,EACH,500
8/1/2013,301002,110502,500,EACH,500
5/1/2013,301002,110502,500,EACH,500
4/1/2013,301002,110502,500,EACH,500
2/1/2013,301002,110502,500,EACH,500
11/1/2014,301003,110502,500,EACH,500
9/1/2014,301003,110502,500,EACH,500
8/1/2014,301003,110502,500,EACH,500
7/1/2014,301003,110502,500,EACH,500
6/1/2014,301003,110502,500,EACH,500
5/1/2014,301003,110502,1000,EACH,1000
4/1/2014,301003,110502,500,EACH,500
3/1/2014,301003,110502,500,EACH,500
2/1/2014,301003,110502,1000,EACH,1000
1/1/2014,301003,110502,500,EACH,500
12/1/2013,301003,110502,500,EACH,500
11/1/2013,301003,110502,500,EACH,500
10/1/2013,301003,110502,500,EACH,500
9/1/2013,301003,110502,500,EACH,500
8/1/2013,301003,110502,500,EACH,500
7/1/2013,301003,110502,500,EACH,500
5/1/2013,301003,110502,1000,EACH,1000
4/1/2013,301003,110502,500,EACH,500
3/1/2013,301003,110502,500,EACH,500
2/1/2013,301003,110502,500,EACH,500
1/1/2013,301003,110502,500,EACH,500
10/1/2014,301004,110502,500,EACH,500
9/1/2014,301004,110502,500,EACH,500
8/1/2014,301004,110502,500,EACH,500
7/1/2014,301004,110502,500,EACH,500
5/1/2014,301004,110502,500,EACH,500
4/1/2014,301004,110502,1000,EACH,1000
3/1/2014,301004,110502,500,EACH,500
2/1/2014,301004,110502,500,EACH,500
1/1/2014,301004,110502,500,EACH,500
11/1/2013,301004,110502,500,EACH,500
10/1/2013,301004,110502,500,EACH,500
8/1/2013,301004,110502,500,EACH,500
7/1/2013,301004,110502,500,EACH,500
6/1/2013,301004,110502,500,EACH,500
5/1/2013,301004,110502,500,EACH,500
4/1/2013,301004,110502,500,EACH,500
3/1/2013,301004,110502,500,EACH,500
2/1/2013,301004,110502,500,EACH,500
1/1/2013,301004,110502,500,EACH,500
11/1/2014,301002,110503,500,EACH,500
9/1/2014,301002,110503,500,EACH,500
7/1/2014,301002,110503,500,EACH,500
5/1/2014,301002,110503,500,EACH,500
4/1/2014,301002,110503,500,EACH,500
2/1/2014,301002,110503,500,EACH,500
12/1/2013,301002,110503,500,EACH,500
10/1/2013,301002,110503,500,EACH,500
8/1/2013,301002,110503,500,EACH,500
5/1/2013,301002,110503,500,EACH,500
4/1/2013,301002,110503,500,EACH,500
2/1/2013,301002,110503,500,EACH,500
11/1/2014,301003,110503,500,EACH,500
9/1/2014,301003,110503,500,EACH,500
8/1/2014,301003,110503,500,EACH,500
7/1/2014,301003,110503,500,EACH,500
6/1/2014,301003,110503,500,EACH,500
5/1/2014,301003,110503,1000,EACH,1000
4/1/2014,301003,110503,500,EACH,500
3/1/2014,301003,110503,500,EACH,500
2/1/2014,301003,110503,1000,EACH,1000
1/1/2014,301003,110503,500,EACH,500
12/1/2013,301003,110503,500,EACH,500
11/1/2013,301003,110503,500,EACH,500
10/1/2013,301003,110503,500,EACH,500
9/1/2013,301003,110503,500,EACH,500
8/1/2013,301003,110503,500,EACH,500
7/1/2013,301003,110503,500,EACH,500
5/1/2013,301003,110503,1000,EACH,1000
4/1/2013,301003,110503,500,EACH,500
3/1/2013,301003,110503,500,EACH,500
2/1/2013,301003,110503,500,EACH,500
1/1/2013,301003,110503,500,EACH,500
10/1/2014,301004,110503,500,EACH,500
9/1/2014,301004,110503,500,EACH,500
8/1/2014,301004,110503,500,EACH,500
7/1/2014,301004,110503,500,EACH,500
5/1/2014,301004,110503,500,EACH,500
4/1/2014,301004,110503,1000,EACH,1000
3/1/2014,301004,110503,500,EACH,500
2/1/2014,301004,110503,500,EACH,500
1/1/2014,301004,110503,500,EACH,500
11/1/2013,301004,110503,500,EACH,500
10/1/2013,301004,110503,500,EACH,500
8/1/2013,301004,110503,500,EACH,500
7/1/2013,301004,110503,500,EACH,500
6/1/2013,301004,110503,500,EACH,500
5/1/2013,301004,110503,500,EACH,500
4/1/2013,301004,110503,500,EACH,500
3/1/2013,301004,110503,500,EACH,500
2/1/2013,301004,110503,500,EACH,500
1/1/2013,301004,110503,500,EACH,500
9/1/2014,301002,110504,500,EACH,500
7/1/2014,301002,110504,500,EACH,500
5/1/2014,301002,110504,500,EACH,500
4/1/2014,301002,110504,500,EACH,500
2/1/2014,301002,110504,500,EACH,500
12/1/2013,301002,110504,500,EACH,500
10/1/2013,301002,110504,500,EACH,500
7/1/2013,301002,110504,500,EACH,500
5/1/2013,301002,110504,500,EACH,500
3/1/2013,301002,110504,500,EACH,500
1/1/2013,301002,110504,500,EACH,500
8/1/2014,301003,110504,500,EACH,500
7/1/2014,301003,110504,500,EACH,500
6/1/2014,301003,110504,500,EACH,500
5/1/2014,301003,110504,500,EACH,500
4/1/2014,301003,110504,1000,EACH,1000
3/1/2014,301003,110504,500,EACH,500
2/1/2014,301003,110504,500,EACH,500
1/1/2014,301003,110504,1000,EACH,1000
12/1/2013,301003,110504,500,EACH,500
11/1/2013,301003,110504,500,EACH,500
10/1/2013,301003,110504,500,EACH,500
8/1/2013,301003,110504,500,EACH,500
7/1/2013,301003,110504,500,EACH,500
6/1/2013,301003,110504,500,EACH,500
5/1/2013,301003,110504,500,EACH,500
4/1/2013,301003,110504,500,EACH,500
3/1/2013,301003,110504,1000,EACH,1000
1/1/2013,301003,110504,1000,EACH,1000
8/1/2014,301004,110504,500,EACH,500
7/1/2014,301004,110504,500,EACH,500
5/1/2014,301004,110504,500,EACH,500
4/1/2014,301004,110504,500,EACH,500
3/1/2014,301004,110504,1000,EACH,1000
2/1/2014,301004,110504,500,EACH,500
12/1/2013,301004,110504,500,EACH,500
11/1/2013,301004,110504,500,EACH,500
10/1/2013,301004,110504,500,EACH,500
8/1/2013,301004,110504,500,EACH,500
7/1/2013,301004,110504,500,EACH,500
6/1/2013,301004,110504,500,EACH,500
5/1/2013,301004,110504,500,EACH,500
4/1/2013,301004,110504,500,EACH,500
3/1/2013,301004,110504,500,EACH,500
2/1/2013,301004,110504,500,EACH,500
1/1/2013,301004,110504,500,EACH,500
8/1/2014,301002,110505,500,EACH,500
7/1/2014,301002,110505,500,EACH,500
5/1/2014,301002,110505,500,EACH,500
4/1/2014,301002,110505,500,EACH,500
2/1/2014,301002,110505,500,EACH,500
12/1/2013,301002,110505,500,EACH,500
10/1/2013,301002,110505,500,EACH,500
7/1/2013,301002,110505,500,EACH,500
4/1/2013,301002,110505,500,EACH,500
3/1/2013,301002,110505,500,EACH,500
1/1/2013,301002,110505,500,EACH,500
7/1/2014,301003,110505,500,EACH,500
6/1/2014,301003,110505,500,EACH,500
5/1/2014,301003,110505,1000,EACH,1000
4/1/2014,301003,110505,500,EACH,500
3/1/2014,301003,110505,1000,EACH,1000
2/1/2014,301003,110505,500,EACH,500
1/1/2014,301003,110505,1000,EACH,1000
12/1/2013,301003,110505,500,EACH,500
10/1/2013,301003,110505,500,EACH,500
9/1/2013,301003,110505,500,EACH,500
8/1/2013,301003,110505,500,EACH,500
7/1/2013,301003,110505,500,EACH,500
6/1/2013,301003,110505,500,EACH,500
5/1/2013,301003,110505,500,EACH,500
4/1/2013,301003,110505,500,EACH,500
3/1/2013,301003,110505,500,EACH,500
2/1/2013,301003,110505,500,EACH,500
1/1/2013,301003,110505,500,EACH,500
8/1/2014,301004,110505,500,EACH,500
6/1/2014,301004,110505,500,EACH,500
5/1/2014,301004,110505,500,EACH,500
4/1/2014,301004,110505,500,EACH,500
3/1/2014,301004,110505,500,EACH,500
2/1/2014,301004,110505,1000,EACH,1000
12/1/2013,301004,110505,500,EACH,500
11/1/2013,301004,110505,500,EACH,500
9/1/2013,301004,110505,500,EACH,500
8/1/2013,301004,110505,500,EACH,500
7/1/2013,301004,110505,500,EACH,500
6/1/2013,301004,110505,500,EACH,500
4/1/2013,301004,110505,1000,EACH,1000
3/1/2013,301004,110505,500,EACH,500
1/1/2013,301004,110505,1000,EACH,1000
11/1/2014,301002,110506,500,EACH,500
9/1/2014,301002,110506,500,EACH,500
7/1/2014,301002,110506,500,EACH,500
5/1/2014,301002,110506,500,EACH,500
4/1/2014,301002,110506,500,EACH,500
2/1/2014,301002,110506,500,EACH,500
12/1/2013,301002,110506,500,EACH,500
10/1/2013,301002,110506,500,EACH,500
7/1/2013,301002,110506,500,EACH,500
5/1/2013,301002,110506,500,EACH,500
4/1/2013,301002,110506,500,EACH,500
1/1/2013,301002,110506,500,EACH,500
10/1/2014,301003,110506,500,EACH,500
9/1/2014,301003,110506,500,EACH,500
8/1/2014,301003,110506,500,EACH,500
7/1/2014,301003,110506,500,EACH,500
6/1/2014,301003,110506,500,EACH,500
5/1/2014,301003,110506,1000,EACH,1000
4/1/2014,301003,110506,500,EACH,500
3/1/2014,301003,110506,500,EACH,500
2/1/2014,301003,110506,1000,EACH,1000
1/1/2014,301003,110506,500,EACH,500
12/1/2013,301003,110506,500,EACH,500
11/1/2013,301003,110506,500,EACH,500
10/1/2013,301003,110506,500,EACH,500
9/1/2013,301003,110506,500,EACH,500
8/1/2013,301003,110506,500,EACH,500
7/1/2013,301003,110506,500,EACH,500
5/1/2013,301003,110506,500,EACH,500
4/1/2013,301003,110506,1000,EACH,1000
3/1/2013,301003,110506,500,EACH,500
2/1/2013,301003,110506,500,EACH,500
1/1/2013,301003,110506,500,EACH,500
10/1/2014,301004,110506,500,EACH,500
9/1/2014,301004,110506,500,EACH,500
8/1/2014,301004,110506,500,EACH,500
6/1/2014,301004,110506,500,EACH,500
5/1/2014,301004,110506,500,EACH,500
4/1/2014,301004,110506,500,EACH,500
3/1/2014,301004,110506,500,EACH,500
2/1/2014,301004,110506,1000,EACH,1000
12/1/2013,301004,110506,500,EACH,500
11/1/2013,301004,110506,500,EACH,500
9/1/2013,301004,110506,500,EACH,500
8/1/2013,301004,110506,500,EACH,500
7/1/2013,301004,110506,500,EACH,500
6/1/2013,301004,110506,500,EACH,500
5/1/2013,301004,110506,500,EACH,500
4/1/2013,301004,110506,500,EACH,500
3/1/2013,301004,110506,500,EACH,500
1/1/2013,301004,110506,1000,EACH,1000
11/1/2014,301002,110507,500,EACH,500
9/1/2014,301002,110507,500,EACH,500
7/1/2014,301002,110507,500,EACH,500
5/1/2014,301002,110507,500,EACH,500
4/1/2014,301002,110507,500,EACH,500
2/1/2014,301002,110507,500,EACH,500
12/1/2013,301002,110507,500,EACH,500
10/1/2013,301002,110507,500,EACH,500
8/1/2013,301002,110507,500,EACH,500
5/1/2013,301002,110507,500,EACH,500
4/1/2013,301002,110507,500,EACH,500
2/1/2013,301002,110507,500,EACH,500
11/1/2014,301003,110507,500,EACH,500
9/1/2014,301003,110507,500,EACH,500
8/1/2014,301003,110507,500,EACH,500
7/1/2014,301003,110507,500,EACH,500
6/1/2014,301003,110507,500,EACH,500
5/1/2014,301003,110507,1000,EACH,1000
4/1/2014,301003,110507,500,EACH,500
3/1/2014,301003,110507,500,EACH,500
2/1/2014,301003,110507,1000,EACH,1000
1/1/2014,301003,110507,500,EACH,500
12/1/2013,301003,110507,500,EACH,500
11/1/2013,301003,110507,500,EACH,500
10/1/2013,301003,110507,500,EACH,500
9/1/2013,301003,110507,500,EACH,500
8/1/2013,301003,110507,500,EACH,500
7/1/2013,301003,110507,500,EACH,500
5/1/2013,301003,110507,1000,EACH,1000
4/1/2013,301003,110507,500,EACH,500
3/1/2013,301003,110507,500,EACH,500
2/1/2013,301003,110507,500,EACH,500
1/1/2013,301003,110507,500,EACH,500
10/1/2014,301004,110507,500,EACH,500
9/1/2014,301004,110507,500,EACH,500
8/1/2014,301004,110507,500,EACH,500
7/1/2014,301004,110507,500,EACH,500
5/1/2014,301004,110507,500,EACH,500
4/1/2014,301004,110507,1000,EACH,1000
3/1/2014,301004,110507,500,EACH,500
2/1/2014,301004,110507,500,EACH,500
1/1/2014,301004,110507,500,EACH,500
11/1/2013,301004,110507,500,EACH,500
10/1/2013,301004,110507,500,EACH,500
8/1/2013,301004,110507,500,EACH,500
7/1/2013,301004,110507,500,EACH,500
6/1/2013,301004,110507,500,EACH,500
5/1/2013,301004,110507,500,EACH,500
4/1/2013,301004,110507,500,EACH,500
3/1/2013,301004,110507,500,EACH,500
2/1/2013,301004,110507,500,EACH,500
1/1/2013,301004,110507,500,EACH,500
11/1/2014,301002,120101,400,EACH,400
10/1/2014,301002,120101,400,EACH,400
9/1/2014,301002,120101,400,EACH,400
8/1/2014,301002,120101,200,EACH,200
7/1/2014,301002,120101,200,EACH,200
6/1/2014,301002,120101,200,EACH,200
5/1/2014,301002,120101,200,EACH,200
4/1/2014,301002,120101,200,EACH,200
3/1/2014,301002,120101,400,EACH,400
2/1/2014,301002,120101,200,EACH,200
1/1/2014,301002,120101,400,EACH,400
11/1/2013,301002,120101,400,EACH,400
10/1/2013,301002,120101,200,EACH,200
9/1/2013,301002,120101,200,EACH,200
8/1/2013,301002,120101,200,EACH,200
7/1/2013,301002,120101,400,EACH,400
6/1/2013,301002,120101,200,EACH,200
5/1/2013,301002,120101,200,EACH,200
4/1/2013,301002,120101,200,EACH,200
3/1/2013,301002,120101,200,EACH,200
2/1/2013,301002,120101,200,EACH,200
1/1/2013,301002,120101,200,EACH,200
10/1/2014,301003,120101,1000,EACH,1000
9/1/2014,301003,120101,400,EACH,400
8/1/2014,301003,120101,800,EACH,800
7/1/2014,301003,120101,400,EACH,400
6/1/2014,301003,120101,400,EACH,400
5/1/2014,301003,120101,600,EACH,600
4/1/2014,301003,120101,400,EACH,400
3/1/2014,301003,120101,800,EACH,800
2/1/2014,301003,120101,600,EACH,600
1/1/2014,301003,120101,600,EACH,600
12/1/2013,301003,120101,1000,EACH,1000
11/1/2013,301003,120101,600,EACH,600
10/1/2013,301003,120101,1000,EACH,1000
9/1/2013,301003,120101,600,EACH,600
8/1/2013,301003,120101,800,EACH,800
7/1/2013,301003,120101,400,EACH,400
6/1/2013,301003,120101,400,EACH,400
5/1/2013,301003,120101,400,EACH,400
4/1/2013,301003,120101,400,EACH,400
3/1/2013,301003,120101,400,EACH,400
2/1/2013,301003,120101,600,EACH,600
1/1/2013,301003,120101,800,EACH,800
11/1/2014,301004,120101,600,EACH,600
10/1/2014,301004,120101,400,EACH,400
9/1/2014,301004,120101,400,EACH,400
8/1/2014,301004,120101,600,EACH,600
7/1/2014,301004,120101,200,EACH,200
6/1/2014,301004,120101,600,EACH,600
5/1/2014,301004,120101,400,EACH,400
4/1/2014,301004,120101,200,EACH,200
3/1/2014,301004,120101,200,EACH,200
2/1/2014,301004,120101,400,EACH,400
1/1/2014,301004,120101,600,EACH,600
12/1/2013,301004,120101,600,EACH,600
11/1/2013,301004,120101,400,EACH,400
10/1/2013,301004,120101,800,EACH,800
9/1/2013,301004,120101,800,EACH,800
8/1/2013,301004,120101,200,EACH,200
7/1/2013,301004,120101,400,EACH,400
6/1/2013,301004,120101,400,EACH,400
5/1/2013,301004,120101,200,EACH,200
4/1/2013,301004,120101,400,EACH,400
3/1/2013,301004,120101,400,EACH,400
2/1/2013,301004,120101,400,EACH,400
1/1/2013,301004,120101,600,EACH,600
11/1/2014,301002,120102,200,EACH,200
10/1/2014,301002,120102,600,EACH,600
9/1/2014,301002,120102,200,EACH,200
8/1/2014,301002,120102,200,EACH,200
7/1/2014,301002,120102,400,EACH,400
6/1/2014,301002,120102,200,EACH,200
5/1/2014,301002,120102,200,EACH,200
4/1/2014,301002,120102,200,EACH,200
3/1/2014,301002,120102,400,EACH,400
2/1/2014,301002,120102,200,EACH,200
1/1/2014,301002,120102,200,EACH,200
12/1/2013,301002,120102,200,EACH,200
11/1/2013,301002,120102,400,EACH,400
10/1/2013,301002,120102,200,EACH,200
9/1/2013,301002,120102,200,EACH,200
8/1/2013,301002,120102,200,EACH,200
7/1/2013,301002,120102,400,EACH,400
6/1/2013,301002,120102,200,EACH,200
5/1/2013,301002,120102,200,EACH,200
4/1/2013,301002,120102,200,EACH,200
3/1/2013,301002,120102,200,EACH,200
1/1/2013,301002,120102,200,EACH,200
10/1/2014,301003,120102,1000,EACH,1000
9/1/2014,301003,120102,200,EACH,200
8/1/2014,301003,120102,800,EACH,800
7/1/2014,301003,120102,400,EACH,400
6/1/2014,301003,120102,600,EACH,600
5/1/2014,301003,120102,400,EACH,400
4/1/2014,301003,120102,600,EACH,600
3/1/2014,301003,120102,600,EACH,600
2/1/2014,301003,120102,600,EACH,600
1/1/2014,301003,120102,800,EACH,800
12/1/2013,301003,120102,800,EACH,800
11/1/2013,301003,120102,600,EACH,600
10/1/2013,301003,120102,1000,EACH,1000
9/1/2013,301003,120102,600,EACH,600
8/1/2013,301003,120102,800,EACH,800
7/1/2013,301003,120102,400,EACH,400
6/1/2013,301003,120102,400,EACH,400
5/1/2013,301003,120102,400,EACH,400
4/1/2013,301003,120102,400,EACH,400
3/1/2013,301003,120102,400,EACH,400
2/1/2013,301003,120102,600,EACH,600
1/1/2013,301003,120102,800,EACH,800
11/1/2014,301004,120102,400,EACH,400
10/1/2014,301004,120102,600,EACH,600
9/1/2014,301004,120102,400,EACH,400
8/1/2014,301004,120102,400,EACH,400
7/1/2014,301004,120102,200,EACH,200
6/1/2014,301004,120102,600,EACH,600
5/1/2014,301004,120102,600,EACH,600
4/1/2014,301004,120102,200,EACH,200
3/1/2014,301004,120102,200,EACH,200
2/1/2014,301004,120102,400,EACH,400
1/1/2014,301004,120102,400,EACH,400
12/1/2013,301004,120102,800,EACH,800
11/1/2013,301004,120102,200,EACH,200
10/1/2013,301004,120102,800,EACH,800
9/1/2013,301004,120102,800,EACH,800
8/1/2013,301004,120102,400,EACH,400
7/1/2013,301004,120102,200,EACH,200
6/1/2013,301004,120102,400,EACH,400
5/1/2013,301004,120102,400,EACH,400
4/1/2013,301004,120102,200,EACH,200
3/1/2013,301004,120102,600,EACH,600
2/1/2013,301004,120102,200,EACH,200
1/1/2013,301004,120102,600,EACH,600
11/1/2014,301002,120103,400,EACH,400
10/1/2014,301002,120103,400,EACH,400
9/1/2014,301002,120103,400,EACH,400
8/1/2014,301002,120103,200,EACH,200
7/1/2014,301002,120103,200,EACH,200
6/1/2014,301002,120103,200,EACH,200
5/1/2014,301002,120103,200,EACH,200
4/1/2014,301002,120103,200,EACH,200
3/1/2014,301002,120103,400,EACH,400
2/1/2014,301002,120103,200,EACH,200
1/1/2014,301002,120103,400,EACH,400
11/1/2013,301002,120103,400,EACH,400
10/1/2013,301002,120103,200,EACH,200
9/1/2013,301002,120103,200,EACH,200
8/1/2013,301002,120103,200,EACH,200
7/1/2013,301002,120103,400,EACH,400
6/1/2013,301002,120103,200,EACH,200
5/1/2013,301002,120103,200,EACH,200
4/1/2013,301002,120103,200,EACH,200
3/1/2013,301002,120103,200,EACH,200
2/1/2013,301002,120103,200,EACH,200
1/1/2013,301002,120103,200,EACH,200
10/1/2014,301003,120103,1000,EACH,1000
9/1/2014,301003,120103,400,EACH,400
8/1/2014,301003,120103,800,EACH,800
7/1/2014,301003,120103,400,EACH,400
6/1/2014,301003,120103,400,EACH,400
5/1/2014,301003,120103,600,EACH,600
4/1/2014,301003,120103,400,EACH,400
3/1/2014,301003,120103,800,EACH,800
2/1/2014,301003,120103,600,EACH,600
1/1/2014,301003,120103,600,EACH,600
12/1/2013,301003,120103,1000,EACH,1000
11/1/2013,301003,120103,600,EACH,600
10/1/2013,301003,120103,1000,EACH,1000
9/1/2013,301003,120103,600,EACH,600
8/1/2013,301003,120103,800,EACH,800
7/1/2013,301003,120103,400,EACH,400
6/1/2013,301003,120103,400,EACH,400
5/1/2013,301003,120103,400,EACH,400
4/1/2013,301003,120103,400,EACH,400
3/1/2013,301003,120103,400,EACH,400
2/1/2013,301003,120103,600,EACH,600
1/1/2013,301003,120103,800,EACH,800
11/1/2014,301004,120103,600,EACH,600
10/1/2014,301004,120103,400,EACH,400
9/1/2014,301004,120103,400,EACH,400
8/1/2014,301004,120103,600,EACH,600
7/1/2014,301004,120103,200,EACH,200
6/1/2014,301004,120103,600,EACH,600
5/1/2014,301004,120103,400,EACH,400
4/1/2014,301004,120103,200,EACH,200
3/1/2014,301004,120103,200,EACH,200
2/1/2014,301004,120103,400,EACH,400
1/1/2014,301004,120103,600,EACH,600
12/1/2013,301004,120103,800,EACH,800
11/1/2013,301004,120103,200,EACH,200
10/1/2013,301004,120103,800,EACH,800
9/1/2013,301004,120103,800,EACH,800
8/1/2013,301004,120103,200,EACH,200
7/1/2013,301004,120103,400,EACH,400
6/1/2013,301004,120103,400,EACH,400
5/1/2013,301004,120103,200,EACH,200
4/1/2013,301004,120103,400,EACH,400
3/1/2013,301004,120103,400,EACH,400
2/1/2013,301004,120103,400,EACH,400
1/1/2013,301004,120103,600,EACH,600
9/1/2014,301002,120104,200,EACH,200
8/1/2014,301002,120104,400,EACH,400
7/1/2014,301002,120104,200,EACH,200
6/1/2014,301002,120104,200,EACH,200
5/1/2014,301002,120104,200,EACH,200
4/1/2014,301002,120104,200,EACH,200
3/1/2014,301002,120104,400,EACH,400
2/1/2014,301002,120104,200,EACH,200
1/1/2014,301002,120104,200,EACH,200
12/1/2013,301002,120104,200,EACH,200
11/1/2013,301002,120104,400,EACH,400
10/1/2013,301002,120104,200,EACH,200
9/1/2013,301002,120104,200,EACH,200
8/1/2013,301002,120104,200,EACH,200
7/1/2013,301002,120104,400,EACH,400
6/1/2013,301002,120104,200,EACH,200
5/1/2013,301002,120104,200,EACH,200
4/1/2013,301002,120104,200,EACH,200
3/1/2013,301002,120104,200,EACH,200
1/1/2013,301002,120104,200,EACH,200
8/1/2014,301003,120104,200,EACH,200
7/1/2014,301003,120104,400,EACH,400
6/1/2014,301003,120104,600,EACH,600
5/1/2014,301003,120104,400,EACH,400
4/1/2014,301003,120104,600,EACH,600
3/1/2014,301003,120104,600,EACH,600
2/1/2014,301003,120104,600,EACH,600
1/1/2014,301003,120104,800,EACH,800
12/1/2013,301003,120104,800,EACH,800
11/1/2013,301003,120104,600,EACH,600
10/1/2013,301003,120104,1000,EACH,1000
9/1/2013,301003,120104,600,EACH,600
8/1/2013,301003,120104,800,EACH,800
7/1/2013,301003,120104,400,EACH,400
6/1/2013,301003,120104,400,EACH,400
5/1/2013,301003,120104,400,EACH,400
4/1/2013,301003,120104,400,EACH,400
3/1/2013,301003,120104,400,EACH,400
2/1/2013,301003,120104,600,EACH,600
1/1/2013,301003,120104,800,EACH,800
8/1/2014,301004,120104,400,EACH,400
7/1/2014,301004,120104,200,EACH,200
6/1/2014,301004,120104,600,EACH,600
5/1/2014,301004,120104,600,EACH,600
4/1/2014,301004,120104,200,EACH,200
3/1/2014,301004,120104,200,EACH,200
2/1/2014,301004,120104,400,EACH,400
1/1/2014,301004,120104,400,EACH,400
12/1/2013,301004,120104,800,EACH,800
11/1/2013,301004,120104,200,EACH,200
10/1/2013,301004,120104,800,EACH,800
9/1/2013,301004,120104,800,EACH,800
8/1/2013,301004,120104,400,EACH,400
7/1/2013,301004,120104,400,EACH,400
6/1/2013,301004,120104,200,EACH,200
5/1/2013,301004,120104,400,EACH,400
4/1/2013,301004,120104,200,EACH,200
3/1/2013,301004,120104,600,EACH,600
2/1/2013,301004,120104,200,EACH,200
1/1/2013,301004,120104,600,EACH,600
9/1/2014,301002,120105,200,EACH,200
8/1/2014,301002,120105,400,EACH,400
7/1/2014,301002,120105,200,EACH,200
6/1/2014,301002,120105,200,EACH,200
5/1/2014,301002,120105,200,EACH,200
4/1/2014,301002,120105,200,EACH,200
3/1/2014,301002,120105,400,EACH,400
2/1/2014,301002,120105,200,EACH,200
1/1/2014,301002,120105,200,EACH,200
12/1/2013,301002,120105,200,EACH,200
11/1/2013,301002,120105,400,EACH,400
10/1/2013,301002,120105,200,EACH,200
9/1/2013,301002,120105,200,EACH,200
8/1/2013,301002,120105,200,EACH,200
7/1/2013,301002,120105,400,EACH,400
6/1/2013,301002,120105,200,EACH,200
5/1/2013,301002,120105,200,EACH,200
4/1/2013,301002,120105,200,EACH,200
3/1/2013,301002,120105,200,EACH,200
1/1/2013,301002,120105,400,EACH,400
8/1/2014,301003,120105,200,EACH,200
7/1/2014,301003,120105,400,EACH,400
6/1/2014,301003,120105,600,EACH,600
5/1/2014,301003,120105,400,EACH,400
4/1/2014,301003,120105,600,EACH,600
3/1/2014,301003,120105,600,EACH,600
2/1/2014,301003,120105,600,EACH,600
1/1/2014,301003,120105,800,EACH,800
12/1/2013,301003,120105,800,EACH,800
11/1/2013,301003,120105,600,EACH,600
10/1/2013,301003,120105,1000,EACH,1000
9/1/2013,301003,120105,600,EACH,600
8/1/2013,301003,120105,800,EACH,800
7/1/2013,301003,120105,400,EACH,400
6/1/2013,301003,120105,400,EACH,400
5/1/2013,301003,120105,400,EACH,400
4/1/2013,301003,120105,400,EACH,400
3/1/2013,301003,120105,400,EACH,400
2/1/2013,301003,120105,600,EACH,600
1/1/2013,301003,120105,800,EACH,800
8/1/2014,301004,120105,400,EACH,400
7/1/2014,301004,120105,200,EACH,200
6/1/2014,301004,120105,600,EACH,600
5/1/2014,301004,120105,600,EACH,600
4/1/2014,301004,120105,200,EACH,200
3/1/2014,301004,120105,200,EACH,200
2/1/2014,301004,120105,400,EACH,400
1/1/2014,301004,120105,400,EACH,400
12/1/2013,301004,120105,800,EACH,800
11/1/2013,301004,120105,200,EACH,200
10/1/2013,301004,120105,800,EACH,800
9/1/2013,301004,120105,800,EACH,800
8/1/2013,301004,120105,400,EACH,400
7/1/2013,301004,120105,400,EACH,400
6/1/2013,301004,120105,400,EACH,400
5/1/2013,301004,120105,200,EACH,200
4/1/2013,301004,120105,400,EACH,400
3/1/2013,301004,120105,400,EACH,400
2/1/2013,301004,120105,200,EACH,200
1/1/2013,301004,120105,800,EACH,800
11/1/2014,301002,120106,200,EACH,200
10/1/2014,301002,120106,600,EACH,600
9/1/2014,301002,120106,200,EACH,200
8/1/2014,301002,120106,200,EACH,200
7/1/2014,301002,120106,400,EACH,400
6/1/2014,301002,120106,200,EACH,200
5/1/2014,301002,120106,200,EACH,200
4/1/2014,301002,120106,200,EACH,200
3/1/2014,301002,120106,400,EACH,400
2/1/2014,301002,120106,200,EACH,200
1/1/2014,301002,120106,200,EACH,200
12/1/2013,301002,120106,200,EACH,200
11/1/2013,301002,120106,400,EACH,400
10/1/2013,301002,120106,200,EACH,200
