Invoice Number,Customer ID,Ship To ID,Salesperson ID,Order Number,Customer PO Number,Order Date,Requested Ship Date,Promised Ship Date,Actual Ship Date,Invoice Date,Invoice Discount %
742854,101069,230666,401023,3057009,1733327,10/10/2014,10/30/2014,11/1/2014,11/1/2014,11/1/2014,0
743095,101069,230647,401023,3058009,1733894,4/12/2014,4/16/2014,5/10/2014,5/10/2014,5/13/2014,0
743354,101082,220461,401030,3059010,1734455,2/10/2013,2/10/2013,3/7/2013,3/7/2013,3/7/2013,0.15
743827,101031,230569,401035,3061008,1735598,7/19/2013,7/22/2013,8/22/2013,8/22/2013,8/22/2013,0
744073,101093,220484,401045,3062007,1736158,5/31/2014,6/19/2014,7/22/2014,7/22/2014,7/22/2014,0.15
744316,101034,230642,401032,3063009,1736726,9/13/2013,10/6/2013,11/18/2013,11/18/2013,11/18/2013,0
744553,101086,220472,401021,3064003,1737292,9/6/2013,9/11/2013,10/24/2013,10/24/2013,10/24/2013,0
745282,101002,220279,401036,3067006,1738992,7/22/2013,7/23/2013,9/2/2013,9/2/2013,9/2/2013,0.15
745537,101166,210215,401019,3068002,1739562,5/11/2014,5/20/2014,6/19/2014,6/19/2014,6/19/2014,0
745785,101096,220513,401027,3069010,1740135,5/26/2013,5/26/2013,6/18/2013,6/18/2013,6/18/2013,0.15
746015,101002,220282,401036,3070009,1740695,4/11/2013,4/20/2013,4/28/2013,4/28/2013,4/28/2013,0
746262,101073,230704,401020,3071003,1741259,5/31/2013,6/3/2013,6/21/2013,6/21/2013,6/21/2013,0
746986,101030,220327,401021,3074001,1742966,1/9/2013,1/10/2013,1/30/2013,1/30/2013,1/31/2013,0
747729,101073,230751,401020,3077007,1744672,4/4/2013,4/27/2013,6/6/2013,6/6/2013,6/6/2013,0
747969,101065,220413,401051,3078003,1745234,10/22/2013,11/7/2013,11/28/2013,11/28/2013,11/28/2013,0.15
748702,101051,210062,401058,3081004,1746928,12/19/2012,1/1/2013,1/19/2013,1/19/2013,1/19/2013,0
748938,101141,210181,401034,3082009,1747504,2/22/2014,3/9/2014,4/3/2014,4/3/2014,4/3/2014,0
749178,101134,210170,401028,3083006,1748069,8/13/2014,8/29/2014,9/2/2014,9/2/2014,9/2/2014,0
749424,101121,210148,401004,3084007,1748641,9/29/2013,10/19/2013,11/26/2013,11/26/2013,11/26/2013,0
749666,101075,210092,401046,3085003,1749202,10/16/2013,10/21/2013,10/21/2013,10/21/2013,10/21/2013,0
749902,101120,210146,401022,3086002,1749768,4/18/2014,4/19/2014,5/19/2014,5/19/2014,5/19/2014,0.15
750161,101082,220458,401030,3087004,1750342,8/18/2014,8/21/2014,8/27/2014,8/27/2014,8/27/2014,0
750397,101073,230737,401020,3088010,1750899,4/1/2013,4/14/2013,4/22/2013,4/22/2013,4/24/2013,0
750647,101073,230756,401020,3089001,1751467,1/31/2013,2/28/2013,3/7/2013,3/7/2013,3/7/2013,0
750883,101069,230655,401023,3090001,1752039,4/6/2013,4/21/2013,5/24/2013,5/24/2013,5/24/2013,0
751359,101090,230821,401059,3092002,1753167,8/23/2013,9/19/2013,10/31/2013,10/31/2013,10/31/2013,0
751617,101139,210177,401061,3093007,1753733,8/7/2014,8/9/2014,8/22/2014,8/22/2014,8/22/2014,0
752104,101133,210167,401028,3095007,1754875,6/19/2013,7/8/2013,8/19/2013,8/19/2013,8/19/2013,0
752347,101092,210109,401049,3096008,1755433,11/25/2014,12/23/2014,12/31/2014,12/31/2014,12/31/2014,0.15
752582,101069,230660,401023,3097010,1756001,2/23/2013,3/17/2013,3/30/2013,3/31/2013,3/31/2013,0
753071,101115,210140,401049,3099001,1757144,11/7/2013,11/27/2013,1/9/2014,1/9/2014,1/9/2014,0.15
753301,101034,230630,401032,3100009,1757704,12/14/2013,1/5/2014,1/26/2014,1/26/2014,1/26/2014,0
753790,101059,210073,401052,3102001,1758845,8/7/2013,8/24/2013,9/24/2013,9/24/2013,9/24/2013,0.15
754038,101004,220294,401030,3103007,1759405,1/11/2013,1/29/2013,2/8/2013,2/8/2013,2/8/2013,0.15
754289,101030,220329,401021,3104001,1759980,2/21/2013,3/2/2013,3/5/2013,3/5/2013,3/5/2013,0
754517,101011,210014,401007,3105006,1760540,10/16/2014,10/30/2014,11/2/2014,11/2/2014,11/2/2014,0
754767,101073,230732,401020,3106001,1761112,7/7/2013,7/23/2013,8/15/2013,8/15/2013,8/15/2013,0.15
755264,101033,220344,401021,3108001,1762241,7/27/2014,7/28/2014,7/28/2014,7/28/2014,7/28/2014,0
755491,101089,210106,401052,3109004,1762809,9/27/2013,10/9/2013,10/30/2013,10/30/2013,10/30/2013,0
755740,101030,220332,401021,3110001,1763380,4/6/2014,4/18/2014,5/13/2014,5/13/2014,5/13/2014,0
755978,101102,210123,401028,3111006,1763945,5/13/2013,5/28/2013,6/22/2013,6/22/2013,6/22/2013,0
756217,101065,220426,401051,3112010,1764513,11/7/2014,11/12/2014,11/29/2014,11/29/2014,11/29/2014,0
756469,101082,220460,401030,3113006,1765084,7/3/2014,8/1/2014,8/23/2014,8/23/2014,8/23/2014,0.15
756706,101006,210007,401007,3114002,1765651,1/30/2013,2/26/2013,3/22/2013,3/22/2013,3/22/2013,0
757195,101090,230849,401059,3116003,1766785,6/4/2013,6/18/2013,7/31/2013,7/31/2013,7/31/2013,0
757444,101199,210262,401049,3117005,1767350,10/19/2013,10/24/2013,11/28/2013,11/28/2013,11/28/2013,0
757681,101096,220516,401027,3118007,1767917,1/1/2014,1/22/2014,2/12/2014,2/12/2014,2/12/2014,0
758659,101073,230721,401020,3122005,1770176,8/8/2013,8/13/2013,9/23/2013,9/23/2013,9/23/2013,0
758891,101069,230647,401023,3123006,1770752,8/18/2013,8/31/2013,9/9/2013,9/9/2013,9/9/2013,0
759150,101085,230782,401044,3124002,1771321,5/18/2013,5/19/2013,5/27/2013,5/27/2013,5/27/2013,0
759385,101090,230852,401059,3125001,1771877,9/21/2014,10/14/2014,10/23/2014,10/23/2014,10/23/2014,0
759635,101069,230675,401023,3126010,1772450,10/20/2014,11/12/2014,12/17/2014,12/17/2014,12/17/2014,0
759865,101078,210096,401052,3127005,1773022,5/2/2014,5/17/2014,5/17/2014,5/17/2014,5/17/2014,0
760120,101031,230545,401035,3128003,1773580,9/1/2014,9/30/2014,10/15/2014,10/15/2014,10/15/2014,0.11
760361,101111,210135,401019,3129006,1774152,8/13/2014,9/8/2014,9/12/2014,9/12/2014,9/12/2014,0.15
760607,101172,210223,401046,3130009,1774711,2/15/2013,3/3/2013,3/7/2013,3/7/2013,3/7/2013,0.15
760840,101034,230612,401032,3131002,1775284,11/6/2014,11/21/2014,12/2/2014,12/2/2014,12/2/2014,0
761078,101085,230785,401044,3132010,1775852,11/19/2014,11/26/2014,11/28/2014,11/28/2014,11/28/2014,0.15
761329,101034,230615,401032,3133006,1776420,12/8/2012,1/1/2013,1/26/2013,1/26/2013,1/26/2013,0
761570,101034,230604,401032,3134003,1776984,7/10/2013,8/4/2013,9/11/2013,9/11/2013,9/11/2013,0
762056,101090,230842,401059,3136006,1778118,10/9/2014,10/21/2014,10/22/2014,10/22/2014,10/22/2014,0
762307,101004,220286,401030,3137001,1778684,5/23/2014,6/11/2014,7/23/2014,7/23/2014,7/23/2014,0
762544,101005,210004,401034,3138008,1779259,12/24/2013,1/9/2014,1/27/2014,1/27/2014,1/27/2014,0
762787,101070,220432,401057,3139001,1779823,2/7/2013,3/6/2013,4/19/2013,4/19/2013,4/19/2013,0
763023,101142,210182,401019,3140001,1780381,7/20/2013,7/29/2013,7/29/2013,7/29/2013,7/29/2013,0.15
763275,101078,210096,401052,3141005,1780957,11/2/2013,11/27/2013,12/1/2013,12/1/2013,12/1/2013,0.15
763753,101085,230806,401044,3143007,1782090,8/8/2013,9/2/2013,10/5/2013,10/5/2013,10/5/2013,0
764005,101093,220501,401045,3144006,1782651,5/28/2013,6/11/2013,7/5/2013,7/5/2013,7/5/2013,0
764255,101149,210191,401016,3145007,1783227,6/13/2014,7/3/2014,7/17/2014,7/17/2014,7/17/2014,0
764486,101073,230722,401020,3146003,1783785,5/8/2014,5/16/2014,5/28/2014,5/28/2014,5/28/2014,0
764965,101174,210227,401049,3148010,1784917,10/19/2014,10/29/2014,10/31/2014,10/31/2014,10/31/2014,0.15
765221,101070,220437,401057,3149007,1785488,12/6/2013,1/1/2014,1/9/2014,1/9/2014,1/9/2014,0
765454,101086,220465,401021,3150008,1786051,5/21/2014,5/21/2014,5/24/2014,5/24/2014,5/24/2014,0.15
765709,101090,230840,401059,3151006,1786630,1/30/2014,2/19/2014,3/18/2014,3/25/2014,3/25/2014,0
766181,101190,210249,401055,3153003,1787763,10/8/2014,10/8/2014,11/15/2014,11/15/2014,11/17/2014,0
766438,101085,230770,401044,3154003,1788325,4/17/2013,5/7/2013,6/18/2013,6/18/2013,6/18/2013,0
766670,101073,230706,401020,3155009,1788895,12/29/2013,1/27/2014,2/24/2014,2/24/2014,2/24/2014,0
766922,101069,230679,401023,3156002,1789455,11/6/2014,12/5/2014,12/12/2014,12/12/2014,12/12/2014,0.15
767160,101082,220454,401030,3157007,1790032,7/31/2014,8/4/2014,8/16/2014,8/16/2014,8/17/2014,0
767413,101085,230790,401044,3158008,1790593,9/23/2013,10/22/2013,11/7/2013,11/7/2013,11/7/2013,0
767648,101085,230780,401044,3159010,1791165,6/16/2014,6/28/2014,7/2/2014,7/2/2014,7/2/2014,0
767889,101085,230806,401044,3160006,1791727,7/12/2014,8/9/2014,8/24/2014,8/24/2014,8/24/2014,0
768628,101182,210236,401019,3163008,1793427,5/17/2013,6/12/2013,7/17/2013,7/17/2013,7/17/2013,0
768871,101085,230787,401044,3164004,1793990,8/23/2013,9/12/2013,10/6/2013,10/6/2013,10/6/2013,0
769110,101069,230663,401023,3165006,1794563,4/16/2013,4/21/2013,4/22/2013,4/22/2013,4/22/2013,0
769353,101069,230654,401023,3166008,1795127,3/18/2014,4/16/2014,4/16/2014,4/16/2014,4/17/2014,0
769601,101004,220300,401030,3167010,1795692,12/24/2013,1/20/2014,2/20/2014,2/20/2014,2/20/2014,0
769831,101090,230830,401059,3168001,1796264,12/17/2012,1/15/2013,1/21/2013,1/21/2013,1/21/2013,0
770070,101093,220495,401045,3169001,1796834,3/28/2014,4/23/2014,5/9/2014,5/9/2014,5/9/2014,0.15
770312,101004,220299,401030,3170004,1797394,6/2/2014,6/18/2014,7/28/2014,7/28/2014,7/28/2014,0
770562,101073,230726,401020,3171008,1797963,12/11/2012,1/1/2013,2/9/2013,2/9/2013,2/9/2013,0
771052,101085,230770,401044,3173001,1799092,10/11/2014,11/4/2014,11/22/2014,11/22/2014,11/22/2014,0
771290,101090,230838,401059,3174002,1799665,5/28/2014,6/23/2014,7/13/2014,7/13/2014,7/13/2014,0.15
771529,101085,230790,401044,3175007,1800231,2/21/2014,3/12/2014,3/14/2014,3/14/2014,3/14/2014,0
771772,101174,210226,401049,3176009,1800794,7/28/2014,8/13/2014,9/3/2014,9/3/2014,9/3/2014,0
772018,101031,230574,401035,3177003,1801363,6/16/2014,6/25/2014,8/2/2014,8/2/2014,8/2/2014,0
772266,101035,220354,401063,3178002,1801937,6/26/2013,7/13/2013,8/14/2013,8/14/2013,8/14/2013,0
772501,101045,210053,401004,3179009,1802505,7/31/2014,8/16/2014,8/23/2014,8/23/2014,8/23/2014,0
772746,101141,210181,401034,3180005,1803061,7/20/2013,7/25/2013,9/6/2013,9/6/2013,9/6/2013,0
773243,101096,220514,401027,3182006,1804205,7/4/2013,7/29/2013,9/6/2013,9/6/2013,9/6/2013,0
773486,101073,230717,401020,3183001,1804770,3/6/2014,3/19/2014,4/26/2014,4/26/2014,4/26/2014,0
773727,101025,220310,401003,3184004,1805330,6/16/2014,7/8/2014,8/16/2014,8/16/2014,8/16/2014,0.15
773972,101085,230781,401044,3185007,1805900,5/20/2013,6/18/2013,7/2/2013,7/2/2013,7/2/2013,0.15
774203,101073,230732,401020,3186002,1806474,7/12/2014,7/29/2014,8/20/2014,8/20/2014,8/20/2014,0
774442,101070,220432,401057,3187003,1807039,5/24/2014,6/9/2014,6/16/2014,6/16/2014,6/16/2014,0
774931,101100,210118,401034,3189006,1808165,4/15/2013,5/12/2013,6/13/2013,6/13/2013,6/13/2013,0
775188,101144,210185,401004,3190002,1808733,7/12/2013,7/18/2013,7/21/2013,7/21/2013,7/21/2013,0.15
775427,101132,210165,401055,3191005,1809309,4/4/2014,5/3/2014,5/20/2014,5/20/2014,5/20/2014,0
775673,101085,230783,401044,3192007,1809870,8/9/2014,8/10/2014,8/19/2014,8/19/2014,8/19/2014,0
775902,101031,230572,401035,3193003,1810443,12/7/2012,1/1/2013,1/4/2013,1/4/2013,1/4/2013,0
776151,101102,210123,401028,3194008,1811005,9/10/2013,9/22/2013,10/24/2013,10/24/2013,10/24/2013,0.15
776390,101044,220404,401051,3195009,1811577,7/9/2014,7/11/2014,8/2/2014,8/2/2014,8/2/2014,0
776887,101085,230811,401044,3197004,1812702,4/15/2014,5/14/2014,6/21/2014,6/21/2014,6/21/2014,0
777125,101101,210121,401034,3198005,1813272,9/11/2013,9/21/2013,11/4/2013,11/4/2013,11/4/2013,0.15
777603,101034,230625,401032,3200004,1814408,2/25/2013,3/18/2013,3/28/2013,3/28/2013,3/28/2013,0
777849,101114,210139,401055,3201005,1814980,4/5/2014,4/25/2014,5/7/2014,5/7/2014,5/7/2014,0
778106,101055,210067,401007,3202009,1815538,3/6/2013,3/17/2013,4/21/2013,4/21/2013,4/21/2013,0
778347,101061,210077,401046,3203007,1816103,12/6/2012,1/1/2013,1/31/2013,1/31/2013,1/31/2013,0
778822,101115,210140,401049,3205005,1817247,6/22/2014,7/12/2014,8/15/2014,8/15/2014,8/15/2014,0
779076,101084,210103,401055,3206002,1817809,7/2/2014,7/20/2014,8/15/2014,8/15/2014,8/15/2014,0
779311,101030,220319,401021,3207006,1818380,10/3/2013,10/31/2013,12/2/2013,12/2/2013,12/2/2013,0
779550,101013,210017,401049,3208003,1818937,8/14/2013,9/3/2013,9/10/2013,9/10/2013,9/10/2013,0
779799,101070,220439,401057,3209010,1819504,9/30/2013,10/29/2013,11/26/2013,11/26/2013,11/26/2013,0
780034,101033,220336,401021,3210008,1820082,10/24/2014,10/29/2014,11/9/2014,11/9/2014,11/9/2014,0.15
780520,101090,230845,401059,3212002,1821216,10/18/2013,10/22/2013,10/28/2013,10/28/2013,10/28/2013,0
780763,101081,210101,401061,3213004,1821782,2/9/2013,2/22/2013,2/27/2013,2/27/2013,2/27/2013,0
781020,101025,220309,401003,3214010,1822350,8/14/2014,9/2/2014,9/11/2014,9/11/2014,9/11/2014,0
781265,101082,220451,401030,3215008,1822917,8/18/2014,9/11/2014,10/1/2014,10/1/2014,10/1/2014,0
781492,101090,230852,401059,3216010,1823484,12/29/2013,12/29/2013,1/8/2014,1/8/2014,1/8/2014,0
781747,101093,220487,401045,3217001,1824048,9/4/2014,9/17/2014,9/30/2014,9/30/2014,9/30/2014,0
782235,101073,230707,401020,3219001,1825185,8/14/2013,8/25/2013,8/30/2013,8/30/2013,8/30/2013,0.15
782473,101006,210006,401007,3220002,1825741,11/27/2013,12/10/2013,12/27/2013,12/27/2013,12/27/2013,0.15
782705,101057,210069,401055,3221003,1826317,1/25/2013,2/4/2013,3/2/2013,3/2/2013,3/2/2013,0.15
782960,101034,230609,401032,3222006,1826885,5/28/2013,6/7/2013,6/15/2013,6/15/2013,6/15/2013,0
783201,101161,210208,401055,3223009,1827446,6/13/2014,7/6/2014,7/9/2014,7/9/2014,7/13/2014,0
783434,101012,210016,401004,3224008,1828015,8/2/2014,8/10/2014,9/12/2014,9/12/2014,9/12/2014,0
783683,101102,210123,401028,3225010,1828585,7/23/2013,8/14/2013,8/21/2013,8/21/2013,8/21/2013,0
783931,101085,230775,401044,3226010,1829149,5/3/2013,5/10/2013,6/11/2013,6/15/2013,6/15/2013,0
784181,101090,230866,401059,3227009,1829714,6/26/2014,6/26/2014,8/9/2014,8/9/2014,8/9/2014,0
784661,101064,210081,401055,3229003,1830856,5/24/2013,6/21/2013,8/4/2013,8/4/2013,8/4/2013,0.15
785143,101073,230747,401020,3231007,1831988,3/30/2014,4/16/2014,4/27/2014,4/27/2014,4/27/2014,0
785380,101082,220459,401030,3232002,1832553,4/27/2014,5/15/2014,5/26/2014,5/26/2014,5/26/2014,0
785629,101066,210083,401049,3233005,1833119,5/28/2014,6/23/2014,7/3/2014,7/3/2014,7/3/2014,0.15
786119,101034,230624,401032,3235008,1834253,4/3/2014,5/1/2014,5/2/2014,5/2/2014,5/2/2014,0
786603,101090,230844,401059,3237002,1835390,11/22/2014,12/11/2014,12/17/2014,12/17/2014,12/17/2014,0.15
786851,101128,210160,401052,3238010,1835957,12/28/2012,1/4/2013,2/16/2013,2/16/2013,2/16/2013,0
787330,101181,210235,401055,3240009,1837083,5/20/2014,6/12/2014,7/1/2014,7/1/2014,7/1/2014,0
787566,101070,220443,401057,3241002,1837653,5/4/2014,5/31/2014,7/4/2014,7/4/2014,7/4/2014,0
787823,101036,210043,401004,3242002,1838215,9/19/2014,10/16/2014,10/27/2014,10/27/2014,10/27/2014,0
788052,101069,230692,401023,3243006,1838783,11/14/2014,11/24/2014,12/3/2014,12/3/2014,12/3/2014,0
788545,101044,220406,401051,3245007,1839927,9/1/2014,9/18/2014,9/29/2014,9/29/2014,9/29/2014,0
788798,101101,210121,401034,3246004,1840491,8/17/2013,9/10/2013,9/30/2013,9/30/2013,9/30/2013,0
789031,101090,230839,401059,3247003,1841061,1/7/2014,1/25/2014,3/5/2014,3/5/2014,3/5/2014,0.15
789278,101069,230665,401023,3248010,1841622,6/9/2014,6/15/2014,6/19/2014,6/19/2014,6/19/2014,0
789520,101069,230699,401023,3249004,1842185,5/19/2014,5/22/2014,7/3/2014,7/3/2014,7/3/2014,0
789756,101065,220414,401051,3250004,1842760,7/23/2013,8/6/2013,8/12/2013,8/12/2013,8/12/2013,0
790008,101185,210240,401043,3251010,1843325,4/11/2014,4/16/2014,5/7/2014,5/7/2014,5/7/2014,0
790239,101160,210206,401022,3252004,1843889,1/5/2014,1/19/2014,2/24/2014,2/24/2014,2/24/2014,0
790724,101127,210159,401019,3254004,1845024,7/27/2014,8/19/2014,9/5/2014,9/5/2014,9/5/2014,0
790969,101033,220344,401021,3255006,1845593,10/24/2014,10/25/2014,11/15/2014,11/15/2014,11/15/2014,0
791210,101030,220319,401021,3256008,1846156,7/21/2013,8/5/2013,8/24/2013,8/24/2013,8/24/2013,0
791455,101034,230635,401032,3257001,1846723,3/23/2013,4/12/2013,5/23/2013,5/23/2013,5/23/2013,0
791704,101092,210109,401049,3258001,1847295,6/29/2013,6/30/2013,7/7/2013,7/7/2013,7/7/2013,0
791950,101053,210064,401031,3259009,1847859,7/3/2013,7/3/2013,7/30/2013,7/30/2013,8/1/2013,0
792432,101025,220302,401003,3261006,1848991,8/1/2014,8/23/2014,9/3/2014,9/3/2014,9/3/2014,0
792674,101090,230843,401059,3262009,1849567,2/5/2014,2/26/2014,4/3/2014,4/3/2014,4/3/2014,0.15
792920,101069,230649,401023,3263006,1850124,9/19/2013,10/2/2013,11/12/2013,11/12/2013,11/12/2013,0.15
793155,101094,210111,401049,3264005,1850690,6/13/2013,7/5/2013,8/11/2013,8/11/2013,8/11/2013,0
793885,101126,210157,401004,3267009,1852390,12/24/2013,12/25/2013,1/30/2014,1/30/2014,1/30/2014,0.13
794130,101031,230559,401035,3268003,1852962,7/29/2013,8/5/2013,8/11/2013,8/11/2013,8/11/2013,0
794386,101096,220507,401027,3269006,1853529,1/15/2013,1/22/2013,2/14/2013,2/14/2013,2/14/2013,0
794620,101096,220509,401027,3270010,1854096,7/14/2013,7/22/2013,8/1/2013,8/1/2013,8/1/2013,0
795103,101073,230720,401020,3272004,1855229,5/10/2014,5/22/2014,6/20/2014,6/20/2014,6/20/2014,0
795349,101102,210122,401028,3273001,1855796,2/4/2013,2/18/2013,2/18/2013,2/18/2013,2/18/2013,0.15
795585,101073,230719,401020,3274008,1856370,7/22/2014,8/15/2014,8/23/2014,8/23/2014,8/23/2014,0.15
795829,101006,210007,401007,3275004,1856928,2/9/2014,2/18/2014,3/10/2014,3/10/2014,3/10/2014,0.15
796085,101124,210154,401019,3276009,1857505,10/7/2013,10/31/2013,11/26/2013,11/26/2013,11/28/2013,0
796331,101081,210101,401061,3277007,1858067,7/26/2013,8/1/2013,8/29/2013,8/29/2013,8/29/2013,0
796566,101031,230585,401035,3278009,1858633,7/23/2014,8/11/2014,8/20/2014,8/20/2014,8/20/2014,0.15
796817,101098,220524,401057,3279008,1859200,10/9/2014,10/30/2014,11/14/2014,11/14/2014,11/14/2014,0
797050,101069,230675,401023,3280002,1859765,3/27/2013,3/29/2013,4/26/2013,4/26/2013,4/26/2013,0.02
797296,101085,230768,401044,3281003,1860339,10/20/2014,11/6/2014,11/23/2014,11/23/2014,11/23/2014,0
797546,101073,230729,401020,3282006,1860906,1/19/2013,1/21/2013,2/5/2013,2/5/2013,2/5/2013,0.15
798021,101034,230599,401032,3284009,1862041,2/9/2013,2/27/2013,3/9/2013,3/9/2013,3/9/2013,0.15
798267,101185,210241,401043,3285006,1862607,11/19/2014,11/21/2014,12/31/2014,12/31/2014,12/31/2014,0
798760,101034,230622,401032,3287008,1863742,7/18/2014,8/3/2014,9/2/2014,9/2/2014,9/2/2014,0
799004,101031,230580,401035,3288003,1864298,6/9/2014,6/26/2014,8/6/2014,8/6/2014,8/10/2014,0
799721,101138,210175,401004,3291003,1866002,8/14/2013,8/24/2013,9/26/2013,9/27/2013,9/27/2013,0
799964,101089,210107,401052,3292004,1866567,4/16/2013,5/13/2013,6/5/2013,6/5/2013,6/5/2013,0.15
800205,101095,210114,401004,3293006,1867142,9/9/2014,9/18/2014,10/16/2014,10/16/2014,10/16/2014,0
800449,101090,230835,401059,3294009,1867708,5/19/2014,6/12/2014,6/13/2014,6/13/2014,6/13/2014,0
800704,101103,210125,401004,3295007,1868266,7/6/2013,7/23/2013,8/27/2013,8/27/2013,8/27/2013,0
800943,101033,220337,401021,3296002,1868838,5/13/2014,5/17/2014,5/19/2014,5/19/2014,5/19/2014,0
801183,101010,210012,401004,3297010,1869403,1/23/2013,2/17/2013,2/26/2013,2/26/2013,2/26/2013,0.15
801665,101090,230838,401059,3299003,1870544,11/16/2014,12/14/2014,12/25/2014,12/25/2014,12/25/2014,0
801908,101084,210103,401055,3300005,1871103,4/30/2014,5/13/2014,6/16/2014,6/16/2014,6/16/2014,0
802161,101073,230755,401020,3301001,1871672,7/20/2014,7/24/2014,7/24/2014,7/24/2014,7/24/2014,0
802400,101034,230628,401032,3302007,1872241,4/5/2014,4/10/2014,4/22/2014,4/22/2014,4/22/2014,0
802644,101180,210233,401046,3303005,1872812,3/16/2014,4/14/2014,4/17/2014,4/17/2014,4/17/2014,0
802888,101031,230569,401035,3304001,1873369,9/15/2014,9/30/2014,10/22/2014,10/22/2014,10/22/2014,0
803369,101086,220475,401021,3306009,1874503,9/12/2013,10/10/2013,10/26/2013,10/26/2013,10/26/2013,0.15
803606,101025,220307,401003,3307005,1875076,8/2/2014,8/11/2014,8/27/2014,8/27/2014,8/27/2014,0
803853,101068,210086,401028,3308008,1875641,6/20/2013,6/26/2013,7/22/2013,7/22/2013,7/22/2013,0.15
804100,101194,210254,401016,3309005,1876212,3/11/2014,3/28/2014,4/18/2014,4/18/2014,4/18/2014,0
804586,101096,220502,401027,3311006,1877342,8/12/2014,8/22/2014,9/21/2014,9/21/2014,9/21/2014,0
804819,101030,220320,401021,3312001,1877909,12/10/2012,1/7/2013,1/15/2013,1/15/2013,1/15/2013,0
805063,101025,220312,401003,3313010,1878475,4/1/2014,4/13/2014,5/10/2014,5/10/2014,5/10/2014,0
805306,101002,220279,401036,3314008,1879039,9/26/2014,10/21/2014,11/19/2014,11/19/2014,11/19/2014,0
805554,101189,210246,401019,3315006,1879614,12/23/2012,1/7/2013,1/17/2013,1/17/2013,1/17/2013,0
805806,101066,210082,401049,3316004,1880179,7/30/2014,7/31/2014,9/9/2014,9/9/2014,9/9/2014,0
806051,101145,210186,401019,3317004,1880748,7/9/2013,7/10/2013,8/2/2013,8/2/2013,8/2/2013,0
806290,101034,230628,401032,3318003,1881316,4/11/2014,4/21/2014,5/14/2014,5/14/2014,5/14/2014,0
806519,101033,220347,401021,3319001,1881882,8/15/2014,9/13/2014,10/25/2014,10/25/2014,10/25/2014,0
807013,101169,210220,401013,3321002,1883020,2/7/2013,2/18/2013,3/27/2013,3/27/2013,3/27/2013,0
807262,101032,210042,401055,3322007,1883580,12/8/2012,1/1/2013,1/1/2013,1/1/2013,1/1/2013,0.15
807502,101090,230819,401059,3323002,1884144,7/6/2014,7/18/2014,7/21/2014,7/21/2014,7/21/2014,0
807746,101002,220269,401036,3324006,1884712,3/28/2014,4/7/2014,5/16/2014,5/16/2014,5/16/2014,0
807985,101064,210081,401055,3325001,1885283,6/29/2014,7/5/2014,8/7/2014,8/7/2014,8/7/2014,0
808222,101004,220301,401030,3326007,1885848,4/11/2014,4/15/2014,5/21/2014,5/21/2014,5/21/2014,0
808468,101044,220412,401051,3327007,1886421,10/23/2014,10/28/2014,11/25/2014,11/25/2014,11/25/2014,0.15
808713,101074,210089,401052,3328002,1886982,11/13/2014,12/8/2014,12/31/2014,12/31/2014,12/31/2014,0.05
808958,101169,210220,401013,3329008,1887547,2/18/2013,3/2/2013,4/3/2013,4/3/2013,4/3/2013,0
809691,101029,210040,401055,3332005,1889246,9/20/2014,10/18/2014,11/27/2014,11/27/2014,11/27/2014,0
809929,101166,210215,401019,3333007,1889816,2/17/2014,3/6/2014,4/18/2014,4/18/2014,4/18/2014,0
810665,101085,230775,401044,3336005,1891523,5/18/2013,5/30/2013,7/3/2013,7/3/2013,7/3/2013,0.15
810895,101073,230734,401020,3337004,1892082,10/11/2014,11/1/2014,11/28/2014,11/28/2014,11/28/2014,0
811380,101096,220509,401027,3339008,1893224,10/29/2013,11/16/2013,12/27/2013,12/27/2013,12/27/2013,0.15
811638,101093,220484,401045,3340004,1893787,5/23/2013,6/6/2013,6/19/2013,6/24/2013,6/24/2013,0
811876,101030,220325,401021,3341002,1894352,4/14/2014,5/1/2014,6/4/2014,6/4/2014,6/4/2014,0
812124,101089,210106,401052,3342006,1894926,6/13/2013,6/17/2013,6/29/2013,6/29/2013,6/29/2013,0
812356,101085,230806,401044,3343009,1895489,9/19/2014,10/18/2014,11/28/2014,11/28/2014,11/28/2014,0
812594,101172,210223,401046,3344003,1896054,9/2/2013,9/3/2013,10/14/2013,10/14/2013,10/14/2013,0
813079,101082,220454,401030,3346007,1897190,5/13/2014,6/3/2014,6/24/2014,6/24/2014,6/24/2014,0.11
813580,101017,210024,401019,3348001,1898329,2/24/2014,3/13/2014,4/24/2014,4/24/2014,4/24/2014,0
813816,101159,210204,401061,3349003,1898894,10/19/2014,11/6/2014,12/13/2014,12/13/2014,12/13/2014,0
814069,101085,230791,401044,3350001,1899456,2/8/2013,3/6/2013,4/16/2013,4/16/2013,4/16/2013,0.15
814311,101159,210204,401061,3351005,1900023,3/1/2014,3/30/2014,4/5/2014,4/5/2014,4/5/2014,0
814543,101002,220265,401036,3352004,1900585,4/24/2014,5/11/2014,5/27/2014,5/27/2014,5/27/2014,0.15
815040,101046,210055,401004,3354006,1901722,10/13/2013,10/31/2013,12/11/2013,12/20/2013,12/20/2013,0
815284,101186,210242,401034,3355003,1902286,4/2/2014,4/23/2014,5/22/2014,5/22/2014,5/23/2014,0.1
815528,101116,210142,401028,3356003,1902853,7/22/2014,8/1/2014,9/12/2014,9/12/2014,9/12/2014,0
